,100,120,150,175,year
0,0.4199204742908478,0.3945198357105255,0.4662186801433563,0.5513128042221069,1830
1,0.43595772981643677,0.4082832932472229,0.4325192868709564,0.4917776584625244,1835
2,0.44408148527145386,0.4197154641151428,0.40432804822921753,0.47766992449760437,1840
3,0.42322275042533875,0.4291016459465027,0.4166918396949768,0.5069872736930847,1845
4,0.427705317735672,0.4074047803878784,0.38886603713035583,0.3976355791091919,1850
5,0.3950202465057373,0.40380311012268066,0.3668965697288513,0.3604215383529663,1855
6,0.3757017254829407,0.379501610994339,0.3573266863822937,0.3832195997238159,1860
7,0.44000717997550964,0.4298953115940094,0.41390353441238403,0.4173929989337921,1865
8,0.35741305351257324,0.3536826968193054,0.3697699010372162,0.3595791757106781,1870
9,0.3348895013332367,0.34432101249694824,0.36593660712242126,0.3468594551086426,1875
10,0.3354405462741852,0.35678350925445557,0.38840624690055847,0.36105877161026,1880
11,0.3510369062423706,0.3339911699295044,0.3620159327983856,0.342683345079422,1885
12,0.40681716799736023,0.3760642409324646,0.3936518430709839,0.40148037672042847,1890
13,0.4061518907546997,0.4317806661128998,0.42071619629859924,0.40612396597862244,1895
14,0.3785625100135803,0.39450177550315857,0.4171936810016632,0.4013845920562744,1900
15,0.3823840916156769,0.32043004035949707,0.35832497477531433,0.3569015562534332,1905
16,0.3984166979789734,0.4443858861923218,0.40085136890411377,0.38349786400794983,1910
